STARTDATE,ENDDATE,LASTMONTH,LASTYEAR,SAMEMONTH,MAXMINRATIO,STATENAME,MANDINAME,COMMODITY,NUMBER_OF_MATCHED,TEXT,PUBLISHEDDATE,AVG_COSINE,ARTICLETITLE,ARTICLEURL,CENTRENAME
2020-01-12,2020-02-24,Normal,Normal,Normal,1.0467179183914843,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-12-06,2021-01-18,Normal,Normal,Normal,1.0462685210435414,UTTAR PRADESH,RAATH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-06-21,2020-08-03,Normal,Normal,Normal,1.0442362442135231,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-05-31,2020-07-13,Normal,Normal,Normal,1.0440152926183708,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-09,2018-10-22,Normal,Normal,Normal,1.0438413361169103,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-09-16,2018-10-29,Normal,Normal,Normal,1.0438413361169103,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-03-19,2017-05-01,Normal,Normal,Normal,1.04336485164656,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-03-26,2017-05-08,Normal,Normal,Normal,1.04336485164656,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-07-29,2018-09-10,Normal,Normal,Normal,1.04336485164656,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-04-15,2018-05-28,Normal,Normal,Normal,1.04336485164656,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-22,2018-06-04,Normal,Normal,Normal,1.04336485164656,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-29,2018-06-11,Normal,Normal,Normal,1.04336485164656,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-05-06,2018-06-18,Normal,Normal,Normal,1.04336485164656,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-05-07,2017-06-19,Normal,Normal,Normal,1.04336485164656,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-17,2018-07-30,Normal,Normal,Normal,1.0424422933730455,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-03-05,2017-04-17,Normal,Normal,Normal,1.0424422933730455,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-04-07,2019-05-20,Normal,Normal,Normal,1.0422177547349487,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-04-14,2019-05-27,Normal,Normal,Normal,1.0422177547349487,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-04-21,2019-06-03,Normal,Normal,Normal,1.0422177547349487,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-11-29,2021-01-11,Normal,Normal,Normal,1.0417234796836652,UTTAR PRADESH,RAATH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-08-05,2018-09-17,Normal,Normal,Normal,1.0411911748695797,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-08-12,2018-09-24,Normal,Normal,Normal,1.0411911748695797,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-08-19,2018-10-01,Normal,Normal,Normal,1.0411911748695797,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-08-26,2018-10-08,Normal,Normal,Normal,1.0411911748695797,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-04-08,2018-05-21,Normal,Normal,Normal,1.0409873926726714,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-02-19,2017-04-03,Normal,Normal,Normal,1.0409308123831291,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-02-26,2017-04-10,Normal,Normal,Normal,1.0407101316192224,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-03-05,2017-04-17,Normal,Normal,Normal,1.0407101316192224,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-03-12,2017-04-24,Normal,Normal,Normal,1.0407101316192224,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-01,2018-05-14,Normal,Normal,Normal,1.0404666159458031,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-06-28,2020-08-10,Normal,Normal,Normal,1.0401976481587976,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-12-08,2020-01-20,Normal,Normal,Normal,1.04009647271631,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-02-24,2019-04-08,Normal,Normal,Normal,1.039572532007195,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-12-29,2020-02-10,Normal,Normal,Normal,1.0387341034850983,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-01-22,2017-03-06,Normal,Normal,Normal,1.0386104122314692,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-11-03,2019-12-16,Normal,Normal,Normal,1.0380102296660314,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2020-06-14,2020-07-27,Normal,Normal,Normal,1.0379963812970194,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-03-19,2017-05-01,Normal,Normal,Normal,1.0378090504499493,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-01-01,2017-02-13,Normal,Normal,Normal,1.037637958683143,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-03,2018-07-16,Normal,Normal,Normal,1.0371237102435908,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-06-10,2018-07-23,Normal,Normal,Normal,1.0371237102435908,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-04-28,2019-06-10,Normal,Normal,Normal,1.0367329754762658,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-03-11,2018-04-23,Normal,Normal,Normal,1.0361151956417067,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-01-19,2020-03-02,Normal,Normal,Normal,1.035996488147498,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-03-29,2020-05-11,Normal,Normal,Normal,1.035608611366187,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-05,2020-05-18,Normal,Normal,Normal,1.035608611366187,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-10-08,2017-11-20,Normal,Normal,Normal,1.0354565422054058,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-10-15,2017-11-27,Normal,Normal,Normal,1.0354565422054058,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-19,2020-06-01,Normal,Normal,Normal,1.0354278753426047,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-04-26,2020-06-08,Normal,Normal,Normal,1.0354278753426047,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-09-22,2019-11-04,Normal,Normal,Normal,1.0350718520751685,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-09-29,2019-11-11,Normal,Normal,Normal,1.0350718520751685,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-03,2019-04-15,Normal,Normal,Normal,1.0342820865516875,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-10,2019-04-22,Normal,Normal,Normal,1.0342820865516875,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-17,2019-04-29,Normal,Normal,Normal,1.0342820865516875,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-12-15,2020-01-27,Normal,Normal,Normal,1.0340454589796118,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-12-22,2020-02-03,Normal,Normal,Normal,1.0340454589796118,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-10-20,2019-12-02,Normal,Normal,Normal,1.0340327276377874,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2019-10-27,2019-12-09,Normal,Normal,Normal,1.0340327276377874,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-02-12,2017-03-27,Normal,Normal,Normal,1.0338553563017294,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2019-09-15,2019-10-28,Normal,Normal,Normal,1.033313235086298,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-02,2018-10-15,Normal,Normal,Normal,1.0328535325788375,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-05-13,2018-06-25,Normal,Normal,Normal,1.0327049265701491,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-06-03,2018-07-16,Normal,Normal,Normal,1.0327049265701491,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-03-12,2017-04-24,Normal,Normal,Normal,1.0324964677752415,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-05-21,2017-07-03,Normal,Normal,Normal,1.0324964677752415,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-05-28,2017-07-10,Normal,Normal,Normal,1.0324964677752415,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-05-13,2018-06-25,Normal,Normal,Normal,1.0321470809590367,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-25,2018-04-09,Normal,Normal,Normal,1.0320506171558967,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-03-04,2018-04-16,Normal,Normal,Normal,1.0320506171558967,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-03-11,2018-04-23,Normal,Normal,Normal,1.0320506171558967,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-03-18,2018-04-30,Normal,Normal,Normal,1.0320506171558967,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-03-25,2018-05-07,Normal,Normal,Normal,1.0320506171558967,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-03-12,2017-04-24,Normal,Normal,Normal,1.0318051271141369,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-03-19,2017-05-01,Normal,Normal,Normal,1.0318051271141369,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-03-26,2017-05-08,Normal,Normal,Normal,1.0318051271141369,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-04-02,2017-05-15,Normal,Normal,Normal,1.0318051271141369,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-04-09,2017-05-22,Normal,Normal,Normal,1.0318051271141369,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-03-11,2018-04-23,Normal,Normal,Normal,1.0318051271141369,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-24,2019-05-06,Normal,Normal,Normal,1.0316368638239342,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2021-01-10,2021-02-22,Normal,Normal,Normal,1.0316252325384745,UTTAR PRADESH,KAYAMGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2021-01-17,2021-03-01,Normal,Normal,Normal,1.0316252325384745,UTTAR PRADESH,KAYAMGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-08-19,2018-10-01,Normal,Normal,Normal,1.0311425893136132,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-08-26,2018-10-08,Normal,Normal,Normal,1.0311425893136132,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-06-24,2018-08-06,Normal,Normal,Normal,1.0310362965818205,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0309669599247941,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-05-31,2020-07-13,Normal,Normal,Normal,1.0305070911131518,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2020-04-12,2020-05-25,Normal,Normal,Normal,1.03035224850269,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-03-04,2018-04-16,Normal,Normal,Normal,1.030090019008751,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-07-28,2019-09-09,Normal,Normal,Normal,1.0299450834110455,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-03-18,2018-04-30,Normal,Normal,Normal,1.0298363811357074,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-12-01,2020-01-13,Normal,Normal,Normal,1.0293108518772671,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-03,2018-07-16,Normal,Normal,Normal,1.0293016789648166,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-10,2018-07-23,Normal,Normal,Normal,1.0293016789648166,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-17,2018-07-30,Normal,Normal,Normal,1.0293016789648166,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-24,2018-08-06,Normal,Normal,Normal,1.0293016789648166,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-10-22,2017-12-04,Normal,Normal,Normal,1.0292085652877574,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-31,2019-05-13,Normal,Normal,Normal,1.0289916410961804,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-11-25,2019-01-07,Normal,Normal,Normal,1.0287633844215829,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-12-02,2019-01-14,Normal,Normal,Normal,1.0287633844215829,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-12-09,2019-01-21,Normal,Normal,Normal,1.0287633844215829,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-01-05,2020-02-17,Normal,Normal,Normal,1.0287472358427074,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-04-16,2017-05-29,Normal,Normal,Normal,1.0282594050251743,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-08-26,2018-10-08,Normal,Normal,Normal,1.0281383611154666,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-02,2018-10-15,Normal,Normal,Normal,1.0281383611154666,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-09,2018-10-22,Normal,Normal,Normal,1.0281383611154666,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-16,2018-10-29,Normal,Normal,Normal,1.0281383611154666,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-23,2018-11-05,Normal,Normal,Normal,1.0281383611154666,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-09-27,2020-11-09,Normal,Normal,Normal,1.0276826219794464,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2020-10-04,2020-11-16,Normal,Normal,Normal,1.0276826219794464,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-17,2019-04-29,Normal,Normal,Normal,1.0276720502005967,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-08-25,2019-10-07,Normal,Normal,Normal,1.0276042716099134,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-09-01,2019-10-14,Normal,Normal,Normal,1.0276042716099134,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-22,2018-09-03,Normal,Normal,Normal,1.0275749922180073,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-07-29,2018-09-10,Normal,Normal,Normal,1.0275749922180073,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-08-05,2018-09-17,Normal,Normal,Normal,1.0275749922180073,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-08-12,2018-09-24,Normal,Normal,Normal,1.0275749922180073,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-04-15,2018-05-28,Normal,Normal,Normal,1.0274971357150298,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2020-11-15,2020-12-28,Normal,Normal,Normal,1.0271793473320607,UTTAR PRADESH,RAATH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-07-21,2019-09-02,Normal,Normal,Normal,1.0271307776126222,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-05-06,2018-06-18,Normal,Normal,Normal,1.0269763566295178,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-04-01,2018-05-14,Normal,Normal,Normal,1.0268644331500882,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2019-12-08,2020-01-20,Normal,Normal,Normal,1.0267944455309994,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-03-26,2017-05-08,Normal,Normal,Normal,1.026743201998025,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2019-03-24,2019-05-06,Normal,Normal,Normal,1.0266433494496452,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-05-20,2018-07-02,Normal,Normal,Normal,1.0266281681103626,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-05-27,2018-07-09,Normal,Normal,Normal,1.0266281681103626,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-07-14,2019-08-26,Normal,Normal,Normal,1.0264266453700568,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2018-01-28,2018-03-12,Normal,Normal,Normal,1.0263464183684263,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-02-05,2017-03-20,Normal,Normal,Normal,1.0262781675948691,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-02-18,2018-04-02,Normal,Normal,Normal,1.0262077676034105,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-02-25,2018-04-09,Normal,Normal,Normal,1.0262077676034105,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-03-04,2018-04-16,Normal,Normal,Normal,1.0262077676034105,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-12-16,2019-01-28,Normal,Normal,Normal,1.026070568526856,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-03-25,2018-05-07,Normal,Normal,Normal,1.0259961645003195,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-29,2018-06-11,Normal,Normal,Normal,1.025934798458494,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-09-23,2018-11-05,Normal,Normal,Normal,1.025934798458494,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-06-02,2019-07-15,Normal,Normal,Normal,1.025934798458494,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-06-09,2019-07-22,Normal,Normal,Normal,1.025934798458494,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-05-05,2019-06-17,Normal,Normal,Normal,1.025934798458494,WEST BENGAL,DURGAPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-09-30,2018-11-12,Normal,Normal,Normal,1.025855679953542,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-07-15,2018-08-27,Normal,Normal,Normal,1.0258004351880634,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2017-07-16,2017-08-28,Normal,Normal,Normal,1.0256173658315308,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2017-07-23,2017-09-04,Normal,Normal,Normal,1.0256173658315308,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-10,2019-04-22,Normal,Normal,Normal,1.0255358424776946,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-04-08,2018-05-21,Normal,Normal,Normal,1.0253611890655856,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2021-01-17,2021-03-01,Normal,Normal,Normal,1.0251239391647762,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-06-18,2017-07-31,Normal,Normal,Normal,1.0250692371354488,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2017-06-25,2017-08-07,Normal,Normal,Normal,1.0250692371354488,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2019-08-04,2019-09-16,Normal,Normal,Normal,1.0250510058644433,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-11-17,2019-12-30,Normal,Normal,Normal,1.025022610792885,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-11-24,2020-01-06,Normal,Normal,Normal,1.025022610792885,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-12-01,2020-01-13,Normal,Normal,Normal,1.025022610792885,UTTAR PRADESH,SAFDARGANJ,MUSTARD OIL,NA,NA,NA,NA,NA,NA,NA
2019-09-08,2019-10-21,Normal,Normal,Normal,1.025022610792885,WEST BENGAL,KATWA,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2019-03-31,2019-05-13,Normal,Normal,Normal,1.0243502040245238,WEST BENGAL,KASIPUR,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KOLKATA
2018-06-24,2018-08-06,Normal,Normal,Normal,1.02434125845418,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-07-01,2018-08-13,Normal,Normal,Normal,1.02434125845418,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
2018-07-08,2018-08-20,Normal,Normal,Normal,1.02434125845418,UTTAR PRADESH,PRATAPGARH,MUSTARD OIL,NA,NA,NA,NA,NA,NA,KANPUR
